epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,11581,0.66439,0.72285,1.22877,0.40997,0.43816,0.41651,0.30522,1.11024,2.12199,1.7632,0.00593932,0.00593932,0.00593932
179,11717,0.6474,0.72995,1.21009,0.40596,0.42607,0.42104,0.30925,1.1113,2.10156,1.76367,0.00590105,0.00590105,0.00590105
180,11858.4,0.65157,0.70712,1.21296,0.41526,0.42156,0.43009,0.32098,1.11806,2.06173,1.76806,0.00586272,0.00586272,0.00586272
181,11995.3,0.64338,0.71285,1.20163,0.47761,0.39196,0.4272,0.31938,1.11146,2.07863,1.77103,0.00582435,0.00582435,0.00582435
182,12131.3,0.63172,0.69073,1.19386,0.45165,0.41144,0.43127,0.32423,1.10902,2.07667,1.76611,0.00578593,0.00578593,0.00578593
183,12270.9,0.64799,0.71118,1.20002,0.40744,0.43752,0.4319,0.32049,1.11107,2.08321,1.7761,0.00574746,0.00574746,0.00574746
184,12444,0.63323,0.67448,1.19497,0.40107,0.43696,0.42788,0.3181,1.11502,2.0984,1.78314,0.00570895,0.00570895,0.00570895
185,12589.4,0.63246,0.69515,1.19519,0.489,0.4035,0.42917,0.32001,1.11905,2.1202,1.78447,0.0056704,0.0056704,0.0056704
186,12823.4,0.62169,0.65494,1.18592,0.47062,0.42836,0.42727,0.31706,1.11885,2.10324,1.78996,0.00563181,0.00563181,0.00563181
187,13058.3,0.62607,0.66592,1.18792,0.4606,0.42093,0.42646,0.31724,1.11692,2.12393,1.79305,0.00559318,0.00559318,0.00559318
188,13295.9,0.61893,0.6698,1.18553,0.48633,0.41692,0.43226,0.32141,1.11483,2.1109,1.79473,0.00555453,0.00555453,0.00555453
189,13538,0.61525,0.6445,1.1791,0.47311,0.4307,0.43124,0.32427,1.12021,2.10311,1.79537,0.00551584,0.00551584,0.00551584
190,13782.5,0.61975,0.65319,1.18822,0.44865,0.43816,0.43468,0.32631,1.12501,2.13422,1.80363,0.00547712,0.00547712,0.00547712
191,14026.1,0.61252,0.63989,1.17639,0.46874,0.42365,0.43634,0.32313,1.13178,2.13039,1.81724,0.00543837,0.00543837,0.00543837
192,14271,0.61468,0.64717,1.17881,0.48268,0.41725,0.4386,0.32438,1.13343,2.11965,1.82128,0.0053996,0.0053996,0.0053996
193,14513.1,0.60893,0.63209,1.17457,0.51859,0.39846,0.43368,0.32235,1.12945,2.11844,1.81699,0.00536081,0.00536081,0.00536081
194,14754.3,0.60599,0.62471,1.17282,0.49036,0.40102,0.43125,0.31988,1.12854,2.12318,1.81004,0.005322,0.005322,0.005322
195,14997.1,0.6031,0.60431,1.16523,0.48473,0.40845,0.42958,0.31951,1.13076,2.12935,1.814,0.00528318,0.00528318,0.00528318
196,15238.7,0.60768,0.59668,1.17265,0.4835,0.41491,0.43682,0.3274,1.12961,2.13377,1.81618,0.00524434,0.00524434,0.00524434
197,15479.2,0.59963,0.60103,1.161,0.45809,0.42167,0.43285,0.32542,1.12465,2.1446,1.81176,0.00520548,0.00520548,0.00520548
198,15720.5,0.60412,0.59165,1.16312,0.47586,0.39488,0.43053,0.32301,1.12715,2.15555,1.81459,0.00516662,0.00516662,0.00516662
199,15961.7,0.59629,0.58971,1.16761,0.46533,0.39661,0.43358,0.32491,1.126,2.15675,1.80936,0.00512775,0.00512775,0.00512775
200,16205.6,0.58295,0.57516,1.15709,0.46887,0.40489,0.42873,0.32357,1.12506,2.1758,1.80441,0.00508888,0.00508888,0.00508888
201,16446.9,0.5992,0.58322,1.16177,0.43144,0.4278,0.42899,0.32437,1.12295,2.16825,1.80208,0.00505,0.00505,0.00505
202,16695.3,0.58221,0.56948,1.15631,0.43662,0.44114,0.43293,0.32459,1.12363,2.17998,1.79912,0.00501112,0.00501112,0.00501112
203,16941.1,0.57545,0.54964,1.14346,0.43912,0.42877,0.43389,0.32527,1.11897,2.17097,1.79509,0.00497225,0.00497225,0.00497225
204,17185.9,0.58087,0.55411,1.14867,0.44375,0.42702,0.43949,0.32796,1.11627,2.16181,1.78944,0.00493338,0.00493338,0.00493338
205,17431.2,0.58105,0.55586,1.15379,0.43804,0.4329,0.4418,0.32911,1.11828,2.16214,1.79163,0.00489452,0.00489452,0.00489452
206,17676.9,0.57738,0.54212,1.13946,0.43806,0.43397,0.44111,0.32792,1.12529,2.16703,1.80179,0.00485566,0.00485566,0.00485566
207,17921.2,0.57208,0.54246,1.1353,0.43496,0.43789,0.4406,0.32877,1.12647,2.16527,1.80343,0.00481682,0.00481682,0.00481682
208,18165.5,0.57274,0.5445,1.1397,0.46675,0.4338,0.44017,0.32928,1.12548,2.17131,1.80477,0.004778,0.004778,0.004778
209,18409.9,0.5636,0.53831,1.13404,0.45755,0.42715,0.4367,0.32789,1.12185,2.16165,1.80194,0.00473919,0.00473919,0.00473919
210,18654,0.56398,0.53379,1.13107,0.45817,0.4381,0.44085,0.33236,1.11903,2.16243,1.80237,0.0047004,0.0047004,0.0047004
211,18900.9,0.56071,0.54028,1.13689,0.45307,0.42654,0.43855,0.33347,1.11912,2.1611,1.80517,0.00466163,0.00466163,0.00466163
212,19157,0.56216,0.52058,1.1319,0.45052,0.43858,0.44172,0.33296,1.12422,2.16959,1.81262,0.00462288,0.00462288,0.00462288
213,19326.8,0.55672,0.51564,1.12433,0.43048,0.43432,0.43857,0.3323,1.12182,2.18326,1.81624,0.00458416,0.00458416,0.00458416
214,19408.1,0.55591,0.51692,1.13515,0.44629,0.41419,0.43828,0.33203,1.12122,2.19168,1.81959,0.00454547,0.00454547,0.00454547
215,19463.2,0.55384,0.52073,1.12854,0.44223,0.42209,0.4347,0.3276,1.12215,2.19357,1.82191,0.00450682,0.00450682,0.00450682
216,19515.1,0.54397,0.51763,1.12008,0.45924,0.40048,0.43515,0.327,1.12301,2.18862,1.82507,0.00446819,0.00446819,0.00446819
217,19570.7,0.54589,0.51824,1.12334,0.46695,0.41323,0.43909,0.32822,1.12387,2.18825,1.82659,0.0044296,0.0044296,0.0044296
218,19622.5,0.53699,0.49776,1.11619,0.4627,0.42091,0.43674,0.3257,1.12436,2.19014,1.82672,0.00439105,0.00439105,0.00439105
1,78.0056,1.03852,4.94944,1.60106,0.0171,0.23602,0.02417,0.01468,1.50893,3.87655,2.17202,0.00330097,0.00330097,0.00330097
2,128.387,1.12072,4.76661,1.71843,0.75668,0.05657,0.02604,0.01352,1.62147,4.12494,2.4483,0.00663429,0.00663429,0.00663429
3,178.858,1.29152,4.75,1.9076,0.25905,0.17253,0.01097,0.00437,2.28892,47.5316,4.7278,0.00996754,0.00996754,0.00996754
4,229.287,1.47308,4.74602,2.09902,0.58564,0.16142,0.01184,0.00539,2.51833,21.4488,5.73333,0.00999978,0.00999978,0.00999978
5,279.658,1.41204,4.61367,2.05703,0.613,0.16503,0.01493,0.00662,2.44619,34.4065,5.34888,0.00999961,0.00999961,0.00999961
6,329.406,1.38833,4.3151,2.01827,0.57343,0.09404,0.02349,0.01207,1.90605,3.95982,3.0751,0.00999939,0.00999939,0.00999939
7,380.053,1.37262,4.10904,2.00189,0.50848,0.06282,0.02138,0.01092,2.19177,3.97501,3.82401,0.00999912,0.00999912,0.00999912
8,429.634,1.34565,3.89511,1.97097,0.36395,0.14895,0.0376,0.02229,1.54678,3.57544,2.39413,0.0099988,0.0099988,0.0099988
9,479.193,1.35586,3.77585,1.9635,0.49258,0.16317,0.03396,0.01939,1.57317,3.59142,2.43494,0.00999844,0.00999844,0.00999844
10,528.946,1.30126,3.64194,1.91925,0.47477,0.22453,0.03945,0.02405,1.56121,3.62054,2.40101,0.00999802,0.00999802,0.00999802
11,579.354,1.29343,3.59072,1.9077,0.34435,0.23456,0.04272,0.02741,1.41554,4.12623,2.2082,0.00999756,0.00999756,0.00999756
12,630.012,1.26752,3.50887,1.86156,0.49877,0.12545,0.04442,0.02936,1.36586,3.29778,2.06331,0.00999704,0.00999704,0.00999704
13,680.421,1.25738,3.48981,1.86576,0.50281,0.14728,0.04429,0.02752,1.36881,3.29189,2.08476,0.00999648,0.00999648,0.00999648
14,730.511,1.2438,3.42629,1.85216,0.36594,0.18603,0.05933,0.03773,1.44146,3.32388,2.18394,0.00999587,0.00999587,0.00999587
15,780.882,1.24459,3.38661,1.82978,0.42173,0.13148,0.04923,0.03218,1.37088,3.24499,2.10657,0.00999521,0.00999521,0.00999521
16,831.112,1.2275,3.33936,1.82026,0.50659,0.13643,0.05077,0.03122,1.35139,3.14623,2.04152,0.0099945,0.0099945,0.0099945
17,881.526,1.22148,3.32871,1.82769,0.53403,0.19854,0.06711,0.04532,1.27962,3.14976,1.94514,0.00999375,0.00999375,0.00999375
18,931.41,1.22388,3.26273,1.81554,0.37123,0.26531,0.07819,0.05252,1.31979,3.29359,2.00402,0.00999294,0.00999294,0.00999294
19,981.555,1.21203,3.24069,1.80444,0.45019,0.18822,0.07176,0.05013,1.30847,3.24588,1.98605,0.00999209,0.00999209,0.00999209
20,1031.21,1.19751,3.15397,1.79711,0.33343,0.23662,0.07637,0.04942,1.30994,3.48427,2.02437,0.00999118,0.00999118,0.00999118
21,1081.4,1.19619,3.16411,1.78747,0.44408,0.17391,0.06809,0.03973,1.61555,3.77566,2.492,0.00999023,0.00999023,0.00999023
22,1131.27,1.19506,3.17747,1.77655,0.45871,0.11797,0.06369,0.03905,1.33647,3.05373,2.02183,0.00998923,0.00998923,0.00998923
23,1181.33,1.17189,3.18163,1.76046,0.48261,0.12256,0.07778,0.05241,1.22178,2.96404,1.90465,0.00998818,0.00998818,0.00998818
24,1230.99,1.14964,3.09419,1.74044,0.54977,0.16326,0.09004,0.05986,1.20758,2.93393,1.8817,0.00998708,0.00998708,0.00998708
25,1280.52,1.15843,3.07003,1.74358,0.50916,0.19538,0.09278,0.05964,1.23567,3.13364,1.91542,0.00998594,0.00998594,0.00998594
26,1330.4,1.15436,3.04905,1.74444,0.3462,0.18171,0.10814,0.07133,1.19332,2.89833,1.88921,0.00998474,0.00998474,0.00998474
27,1380.28,1.1333,3.01978,1.72757,0.42725,0.13668,0.09901,0.06587,1.27374,2.94776,1.96451,0.0099835,0.0099835,0.0099835
28,1429.91,1.14975,2.95401,1.73468,0.42692,0.15452,0.11809,0.07939,1.20535,2.88398,1.84787,0.0099822,0.0099822,0.0099822
29,1479.75,1.12448,2.96912,1.70922,0.44081,0.16366,0.10817,0.07148,1.26951,2.91126,1.9289,0.00998086,0.00998086,0.00998086
30,1529.56,1.10924,2.92315,1.71418,0.52505,0.14143,0.10129,0.06772,1.36854,2.91801,2.09905,0.00997947,0.00997947,0.00997947
31,1579.35,1.12613,2.90913,1.71091,0.44141,0.16413,0.11932,0.08213,1.21275,2.78553,1.86432,0.00997803,0.00997803,0.00997803
32,1629.23,1.10599,2.88205,1.69862,0.42269,0.14351,0.11901,0.08117,1.17773,2.777,1.82375,0.00997654,0.00997654,0.00997654
33,1679.12,1.09977,2.87986,1.70305,0.48625,0.13057,0.12575,0.08622,1.22832,2.78606,1.90211,0.00997501,0.00997501,0.00997501
34,1729.12,1.10477,2.85385,1.6958,0.55456,0.15356,0.12777,0.088,1.21308,2.81347,1.88758,0.00997342,0.00997342,0.00997342
35,1778.9,1.11021,2.86454,1.68878,0.50749,0.16789,0.13355,0.08698,1.38315,2.85423,2.11677,0.00997179,0.00997179,0.00997179
36,1829.03,1.07962,2.82323,1.67216,0.51111,0.13871,0.12415,0.08609,1.2381,2.78057,1.89537,0.00997011,0.00997011,0.00997011
37,1878.75,1.08618,2.77704,1.67222,0.38661,0.19387,0.14361,0.10271,1.22547,2.76701,1.88837,0.00996838,0.00996838,0.00996838
38,1928.63,1.07706,2.79189,1.66752,0.49706,0.16914,0.13385,0.09354,1.23187,2.80632,1.88898,0.0099666,0.0099666,0.0099666
39,1978.33,1.08573,2.77841,1.66794,0.48347,0.17354,0.14599,0.10323,1.23635,2.69789,1.89277,0.00996477,0.00996477,0.00996477
40,2027.89,1.06735,2.72258,1.64825,0.47476,0.17366,0.15202,0.10408,1.33668,2.71422,2.03906,0.00996289,0.00996289,0.00996289
41,2077.65,1.07026,2.70959,1.64752,0.40371,0.16732,0.16962,0.11624,1.2885,2.71082,1.98444,0.00996097,0.00996097,0.00996097
42,2127.36,1.06963,2.64989,1.64022,0.43237,0.18923,0.18491,0.12795,1.18345,2.57488,1.8235,0.00995899,0.00995899,0.00995899
43,2177.29,1.07257,2.65457,1.6489,0.35175,0.21403,0.1934,0.13599,1.22229,2.62395,1.89037,0.00995697,0.00995697,0.00995697
44,2227.04,1.04392,2.62957,1.63328,0.38728,0.18893,0.17076,0.1197,1.21651,2.65382,1.86933,0.0099549,0.0099549,0.0099549
45,2276.74,1.05075,2.61186,1.64035,0.38803,0.19867,0.19354,0.13057,1.25598,2.65459,1.91971,0.00995278,0.00995278,0.00995278
46,2326.61,1.04844,2.60813,1.63993,0.48318,0.1977,0.20119,0.13964,1.28096,2.6161,1.9428,0.00995062,0.00995062,0.00995062
47,2376.6,1.06083,2.57986,1.63235,0.3095,0.18929,0.19212,0.13071,1.26603,2.64646,1.94883,0.0099484,0.0099484,0.0099484
48,2426.63,1.03947,2.54205,1.62082,0.34827,0.20776,0.19133,0.13036,1.29736,2.59334,2.00119,0.00994614,0.00994614,0.00994614
49,2476.27,1.03593,2.5229,1.61208,0.46726,0.22952,0.20313,0.13914,1.26038,2.53298,1.91761,0.00994383,0.00994383,0.00994383
50,2526.55,1.04,2.51834,1.61358,0.38636,0.25194,0.1959,0.13557,1.21505,2.59872,1.87767,0.00994147,0.00994147,0.00994147
51,2576.67,1.02825,2.55834,1.60699,0.40844,0.23126,0.2125,0.14612,1.24465,2.52806,1.9187,0.00993906,0.00993906,0.00993906
52,2626.64,1.01687,2.4784,1.59649,0.43115,0.23203,0.20654,0.14349,1.22892,2.53797,1.93011,0.0099366,0.0099366,0.0099366
53,2676.32,1.00647,2.50132,1.58643,0.45959,0.20544,0.20243,0.14029,1.24758,2.57436,1.89653,0.0099341,0.0099341,0.0099341
54,2726.05,1.00752,2.47126,1.58473,0.24717,0.23955,0.17273,0.11941,1.21062,2.58652,1.86748,0.00993154,0.00993154,0.00993154
55,2776.37,1.00999,2.4617,1.59821,0.30035,0.23546,0.20215,0.13892,1.19729,2.55956,1.83665,0.00992894,0.00992894,0.00992894
56,2826.14,1.01192,2.4615,1.58125,0.35961,0.23302,0.19569,0.13587,1.25407,2.65996,1.917,0.00992629,0.00992629,0.00992629
57,2875.74,1.00319,2.45264,1.58873,0.2991,0.23232,0.20254,0.13963,1.25934,2.63377,1.92925,0.00992359,0.00992359,0.00992359
58,2925.66,1.00848,2.42281,1.58579,0.31871,0.27132,0.22761,0.1587,1.20434,2.43373,1.85869,0.00992085,0.00992085,0.00992085
59,2975.29,0.99688,2.40929,1.57518,0.33636,0.23671,0.23387,0.16977,1.1742,2.47069,1.83893,0.00991805,0.00991805,0.00991805
60,3025.13,0.9934,2.37305,1.5708,0.32451,0.28044,0.247,0.1746,1.19262,2.45769,1.8133,0.00991521,0.00991521,0.00991521
61,3075.06,0.98679,2.38734,1.57528,0.334,0.28589,0.23348,0.16924,1.18156,2.45519,1.79687,0.00991232,0.00991232,0.00991232
62,3125.22,0.9864,2.34945,1.56599,0.37563,0.26728,0.21717,0.15311,1.21955,2.59518,1.87314,0.00990938,0.00990938,0.00990938
63,3174.66,0.981,2.32515,1.55974,0.31657,0.27256,0.23471,0.16541,1.19233,2.42741,1.82128,0.0099064,0.0099064,0.0099064
64,3224.29,0.98715,2.29944,1.56206,0.41008,0.27114,0.23816,0.17002,1.1606,2.36735,1.79366,0.00990336,0.00990336,0.00990336
65,3274.12,0.97493,2.28982,1.55888,0.32156,0.26972,0.25311,0.18233,1.18157,2.32864,1.81165,0.00990028,0.00990028,0.00990028
66,3323.84,0.96536,2.24418,1.54505,0.33384,0.2699,0.24255,0.16932,1.19617,2.41589,1.8214,0.00989715,0.00989715,0.00989715
67,3373.44,0.95889,2.20953,1.53129,0.36251,0.29361,0.24234,0.16661,1.19778,2.41167,1.84185,0.00989398,0.00989398,0.00989398
68,3423.03,0.96349,2.20947,1.52982,0.32605,0.2928,0.26125,0.18189,1.17903,2.38835,1.80829,0.00989075,0.00989075,0.00989075
69,3473.24,0.96377,2.20418,1.53312,0.29911,0.32226,0.27256,0.19454,1.1852,2.33842,1.83489,0.00988748,0.00988748,0.00988748
70,3523.18,0.95689,2.19926,1.52901,0.25968,0.30709,0.25101,0.17517,1.18647,2.34795,1.82885,0.00988416,0.00988416,0.00988416
71,3572.78,0.9505,2.16273,1.52143,0.28353,0.31858,0.24794,0.17812,1.16516,2.4074,1.8141,0.00988079,0.00988079,0.00988079
72,3622.55,0.94832,2.13636,1.51083,0.41541,0.31483,0.25477,0.1784,1.19758,2.39952,1.83519,0.00987737,0.00987737,0.00987737
73,3671.88,0.94433,2.18702,1.52271,0.38978,0.30086,0.27181,0.19847,1.1475,2.41789,1.79423,0.00987391,0.00987391,0.00987391
74,3721.24,0.93654,2.10123,1.51303,0.3225,0.31342,0.26612,0.19154,1.17844,2.42608,1.8327,0.0098704,0.0098704,0.0098704
75,3770.81,0.93317,2.13786,1.49424,0.34341,0.3442,0.25934,0.18346,1.17694,2.34762,1.82603,0.00986684,0.00986684,0.00986684
76,3820.33,0.93984,2.08759,1.51778,0.37408,0.32619,0.29613,0.2125,1.16919,2.31764,1.82348,0.00986323,0.00986323,0.00986323
77,3870.02,0.94172,2.09108,1.51579,0.39939,0.34589,0.28934,0.20743,1.14079,2.22387,1.74644,0.00985958,0.00985958,0.00985958
78,3919.29,0.92844,2.0549,1.49512,0.41697,0.32386,0.2967,0.2168,1.12255,2.22239,1.72372,0.00985588,0.00985588,0.00985588
79,3968.78,0.917,2.04741,1.49479,0.37484,0.32407,0.29425,0.213,1.15743,2.23579,1.77273,0.00985213,0.00985213,0.00985213
80,4018.43,0.93238,2.03496,1.50365,0.47861,0.27694,0.2761,0.19693,1.15002,2.27714,1.76866,0.00984833,0.00984833,0.00984833
81,4068.04,0.91531,1.99329,1.49891,0.34465,0.35254,0.29012,0.21074,1.15415,2.21771,1.76873,0.00984449,0.00984449,0.00984449
82,4117.59,0.91669,1.96001,1.48197,0.45187,0.31322,0.29502,0.21383,1.12799,2.24997,1.73317,0.0098406,0.0098406,0.0098406
83,4167.18,0.9075,1.95192,1.48682,0.3291,0.33549,0.308,0.22484,1.12293,2.17546,1.72927,0.00983666,0.00983666,0.00983666
84,4216.97,0.90937,1.93742,1.48772,0.32642,0.33462,0.30694,0.22066,1.1302,2.19868,1.72768,0.00983267,0.00983267,0.00983267
85,4266.38,0.90555,1.91294,1.4733,0.35658,0.33588,0.29025,0.21132,1.10788,2.26522,1.70457,0.00982864,0.00982864,0.00982864
86,4315.84,0.91925,1.87969,1.48879,0.38984,0.32505,0.32017,0.23181,1.12527,2.15228,1.72615,0.00982456,0.00982456,0.00982456
87,4365.22,0.91439,1.89793,1.47601,0.40629,0.32173,0.31812,0.23633,1.12532,2.13917,1.73002,0.00982043,0.00982043,0.00982043
88,4414.67,0.90367,1.82636,1.47421,0.33862,0.38972,0.34732,0.25175,1.12944,2.11196,1.71375,0.00981626,0.00981626,0.00981626
89,4464.05,0.90051,1.81648,1.46598,0.28089,0.38714,0.31141,0.22508,1.13478,2.18076,1.75229,0.00981204,0.00981204,0.00981204
90,4513.8,0.90202,1.79841,1.46624,0.36874,0.35621,0.3201,0.23655,1.1308,2.17113,1.72312,0.00980777,0.00980777,0.00980777
91,4563.71,0.88809,1.77562,1.45614,0.36422,0.36237,0.31373,0.22745,1.12105,2.18288,1.70998,0.00980345,0.00980345,0.00980345
92,4613.05,0.88487,1.79369,1.45947,0.32559,0.35757,0.31965,0.23107,1.12514,2.16436,1.71247,0.00979909,0.00979909,0.00979909
93,4662.89,0.89991,1.81234,1.45896,0.3325,0.34167,0.29408,0.20645,1.15933,2.22823,1.76701,0.00979468,0.00979468,0.00979468
94,4712.56,0.87164,1.75513,1.44452,0.31539,0.36464,0.31659,0.23359,1.11832,2.14387,1.72131,0.00979023,0.00979023,0.00979023
95,4761.88,0.87153,1.80741,1.4429,0.314,0.37737,0.32213,0.23581,1.13298,2.16867,1.72901,0.00978572,0.00978572,0.00978572
96,4811.41,0.87965,1.77457,1.44742,0.35382,0.35583,0.33025,0.24442,1.13243,2.13138,1.73815,0.00978118,0.00978118,0.00978118
97,4861,0.86201,1.73179,1.43783,0.30905,0.36291,0.33016,0.24051,1.11956,2.12088,1.72077,0.00977658,0.00977658,0.00977658
98,4910.61,0.87661,1.7291,1.45086,0.39705,0.34933,0.34932,0.25264,1.12802,2.09147,1.71467,0.00977194,0.00977194,0.00977194
99,4960.16,0.87169,1.72924,1.44133,0.36509,0.34357,0.33443,0.2461,1.11343,2.14746,1.72643,0.00976725,0.00976725,0.00976725
100,5009.65,0.87057,1.68627,1.44338,0.31187,0.35042,0.32778,0.24272,1.09704,2.10897,1.68916,0.00976251,0.00976251,0.00976251
101,5059.43,0.87335,1.64259,1.44048,0.41813,0.33377,0.33242,0.24481,1.09846,2.09456,1.69269,0.00975773,0.00975773,0.00975773
102,5108.95,0.87207,1.63495,1.44315,0.38441,0.34446,0.35061,0.25887,1.11562,2.11444,1.70803,0.0097529,0.0097529,0.0097529
103,5158.52,0.8523,1.62231,1.42186,0.39784,0.31643,0.35426,0.26366,1.10395,2.04928,1.68684,0.00974803,0.00974803,0.00974803
104,5208.01,0.85763,1.61287,1.42347,0.42672,0.35604,0.36158,0.26475,1.12406,2.06407,1.72601,0.0097431,0.0097431,0.0097431
105,5257.54,0.86035,1.60428,1.4169,0.45009,0.36043,0.35617,0.26391,1.10913,2.09671,1.69073,0.00973814,0.00973814,0.00973814
106,5307.26,0.84168,1.59135,1.41891,0.38723,0.35497,0.34253,0.25079,1.10131,2.13451,1.69435,0.00973312,0.00973312,0.00973312
107,5356.77,0.84619,1.56872,1.41233,0.41917,0.38365,0.35895,0.27022,1.08606,2.03979,1.67401,0.00972806,0.00972806,0.00972806
108,5406.04,0.8623,1.53915,1.42864,0.41076,0.35934,0.34237,0.25471,1.10435,2.07148,1.69784,0.00972296,0.00972296,0.00972296
109,5455.57,0.84223,1.55787,1.40901,0.34104,0.38818,0.32904,0.24576,1.10259,2.10908,1.70685,0.0097178,0.0097178,0.0097178
110,5505.16,0.84315,1.53614,1.4078,0.43376,0.36379,0.36699,0.27442,1.09381,2.02302,1.69797,0.0097126,0.0097126,0.0097126
111,5554.78,0.84056,1.48505,1.40993,0.40573,0.35752,0.36031,0.26676,1.1001,2.08958,1.7065,0.00970736,0.00970736,0.00970736
112,5604.39,0.82508,1.45544,1.39374,0.53626,0.34229,0.37184,0.27857,1.09011,2.0957,1.70301,0.00970207,0.00970207,0.00970207
113,5654.4,0.84303,1.46023,1.40792,0.40101,0.38541,0.36963,0.2748,1.07819,2.02588,1.67673,0.00969673,0.00969673,0.00969673
114,5703.85,0.81875,1.45864,1.38957,0.41678,0.40016,0.37482,0.28066,1.10123,2.02914,1.70415,0.00969135,0.00969135,0.00969135
115,5753.45,0.82631,1.44172,1.3861,0.33355,0.38785,0.3617,0.26847,1.07848,2.03485,1.67888,0.00968592,0.00968592,0.00968592
116,5802.83,0.81585,1.41123,1.3904,0.38163,0.38443,0.36049,0.27173,1.10343,2.06008,1.71244,0.00968045,0.00968045,0.00968045
117,5852.24,0.82574,1.40596,1.38505,0.38367,0.39852,0.36616,0.27514,1.10262,2.09679,1.7013,0.00967493,0.00967493,0.00967493
118,5901.55,0.81596,1.3548,1.38033,0.42783,0.38308,0.37384,0.27819,1.1093,1.99972,1.71083,0.00966936,0.00966936,0.00966936
119,5951,0.81501,1.36042,1.38978,0.37108,0.41156,0.3661,0.2745,1.11222,2.08774,1.71215,0.00966375,0.00966375,0.00966375
120,6000.73,0.81793,1.31324,1.37847,0.46235,0.37239,0.38624,0.2884,1.11425,1.98448,1.71147,0.0096581,0.0096581,0.0096581
121,6050.23,0.81584,1.3197,1.37035,0.41986,0.40277,0.3989,0.29643,1.11498,2.03557,1.71319,0.00965239,0.00965239,0.00965239
122,6099.73,0.81012,1.31055,1.37495,0.43888,0.38207,0.38878,0.28974,1.10753,2.04762,1.71916,0.00964665,0.00964665,0.00964665
123,6149.37,0.81848,1.28643,1.37574,0.45167,0.38885,0.38641,0.28731,1.09742,2.06563,1.68691,0.00964085,0.00964085,0.00964085
124,6198.72,0.79868,1.28759,1.36331,0.50228,0.368,0.39346,0.29339,1.09295,2.00944,1.67919,0.00963502,0.00963502,0.00963502
125,6248.33,0.79772,1.2903,1.35467,0.43327,0.38928,0.38545,0.29,1.10086,2.04562,1.70457,0.00962913,0.00962913,0.00962913
126,6297.77,0.8135,1.27984,1.37665,0.41379,0.41276,0.39852,0.29482,1.09993,2.02398,1.6914,0.0096232,0.0096232,0.0096232
127,6347.32,0.80871,1.28531,1.36366,0.44627,0.38871,0.38296,0.27971,1.09444,2.09145,1.68654,0.00961723,0.00961723,0.00961723
128,6396.88,0.79889,1.25518,1.35293,0.46942,0.38998,0.40676,0.30391,1.09366,2.01014,1.69301,0.00961121,0.00961121,0.00961121
129,6446,0.78808,1.22351,1.3527,0.46599,0.37333,0.38998,0.2919,1.10819,2.05677,1.70838,0.00960515,0.00960515,0.00960515
130,6495.44,0.77657,1.1849,1.34528,0.46753,0.40806,0.39725,0.29517,1.07519,2.05024,1.67292,0.00959904,0.00959904,0.00959904
131,6544.93,0.79652,1.1963,1.35614,0.48945,0.37781,0.39659,0.2928,1.08681,2.17572,1.6818,0.00959289,0.00959289,0.00959289
132,6594.39,0.79134,1.18115,1.34364,0.38439,0.43152,0.39468,0.2877,1.10404,2.08758,1.71087,0.00958669,0.00958669,0.00958669
133,6643.58,0.78535,1.20887,1.3453,0.46286,0.38557,0.40545,0.2977,1.08624,2.03934,1.68568,0.00958044,0.00958044,0.00958044
134,6693.11,0.7833,1.14555,1.34566,0.46999,0.39386,0.4054,0.29852,1.09724,2.02355,1.70205,0.00957416,0.00957416,0.00957416
135,6742.72,0.7831,1.17404,1.34067,0.49508,0.36789,0.40558,0.30146,1.10769,2.03186,1.70748,0.00956782,0.00956782,0.00956782
136,6792.07,0.78229,1.15246,1.34436,0.49976,0.36225,0.39703,0.29283,1.10268,2.08811,1.71018,0.00956145,0.00956145,0.00956145
137,6841.55,0.78129,1.18193,1.34677,0.50286,0.37831,0.41057,0.30409,1.09333,2.01319,1.71157,0.00955502,0.00955502,0.00955502
138,6891.07,0.78429,1.13681,1.33875,0.40052,0.41785,0.39594,0.29035,1.09468,2.07783,1.70789,0.00954856,0.00954856,0.00954856
139,6940.49,0.77885,1.1429,1.33845,0.4805,0.41545,0.41886,0.31113,1.11803,2.0424,1.7245,0.00954205,0.00954205,0.00954205
140,6990.07,0.77662,1.13973,1.34019,0.49163,0.40439,0.41428,0.30895,1.10128,2.07851,1.69651,0.00953549,0.00953549,0.00953549
141,7039.45,0.79268,1.15174,1.34525,0.48384,0.37491,0.39709,0.2905,1.10298,2.08923,1.69489,0.00952889,0.00952889,0.00952889
142,7089.21,0.78659,1.13283,1.34319,0.44066,0.3892,0.4001,0.29666,1.08143,2.08013,1.67645,0.00952225,0.00952225,0.00952225
143,7138.9,0.77294,1.17085,1.33403,0.47209,0.39553,0.39227,0.29221,1.08599,2.09451,1.69118,0.00951556,0.00951556,0.00951556
144,7188.15,0.78078,1.18499,1.34095,0.43676,0.42567,0.40346,0.30225,1.10766,2.03377,1.71692,0.00950883,0.00950883,0.00950883
145,7237.72,0.77442,1.20774,1.33758,0.51791,0.34009,0.39249,0.29372,1.10544,2.09714,1.7173,0.00950206,0.00950206,0.00950206
