epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,1214.66,0.82564,1.97485,1.37767,0.44083,0.43294,0.41321,0.27228,1.15741,2.10931,1.7937,0.000196546,0.000196546,0.000196546
26,1262.68,0.81471,1.92254,1.37307,0.39897,0.41943,0.40505,0.26883,1.12021,2.27719,1.73916,0.000194089,0.000194089,0.000194089
27,1310.77,0.81337,1.87557,1.37552,0.48485,0.41326,0.43178,0.28299,1.20662,2.10313,1.85419,0.000191554,0.000191554,0.000191554
28,1358.79,0.80412,1.82253,1.3559,0.42647,0.43257,0.40873,0.27895,1.14376,2.18626,1.78692,0.000188943,0.000188943,0.000188943
29,1406.42,0.78658,1.76074,1.33937,0.40883,0.45852,0.44371,0.31268,1.10954,2.06572,1.72159,0.000186259,0.000186259,0.000186259
30,1454.31,0.77565,1.68833,1.34238,0.45389,0.44892,0.44406,0.30829,1.15365,2.1011,1.81882,0.000183504,0.000183504,0.000183504
31,1502.47,0.77957,1.67148,1.333,0.48359,0.43869,0.45939,0.31966,1.12848,2.04359,1.74877,0.000180681,0.000180681,0.000180681
32,1550.85,0.75567,1.58772,1.32079,0.42386,0.47189,0.44326,0.30546,1.16233,2.12881,1.81895,0.000177793,0.000177793,0.000177793
33,1598.97,0.74721,1.57833,1.31804,0.43917,0.51191,0.47519,0.33885,1.08674,2.01518,1.71113,0.000174843,0.000174843,0.000174843
34,1647.12,0.7421,1.51953,1.29858,0.45345,0.49418,0.4588,0.32199,1.09358,2.12984,1.73288,0.000171833,0.000171833,0.000171833
35,1695.11,0.73421,1.46485,1.29535,0.45516,0.47432,0.45249,0.32291,1.11269,2.16548,1.7429,0.000168767,0.000168767,0.000168767
36,1743.43,0.72542,1.41599,1.28771,0.43678,0.49552,0.44025,0.31624,1.08793,2.14286,1.71422,0.000165648,0.000165648,0.000165648
37,1791.65,0.70951,1.3512,1.27251,0.50197,0.39472,0.45197,0.31762,1.10693,2.01785,1.75702,0.000162478,0.000162478,0.000162478
38,1839.76,0.70543,1.30492,1.26749,0.49919,0.44568,0.44526,0.31681,1.1023,2.05627,1.72,0.000159261,0.000159261,0.000159261
39,1887.92,0.70022,1.28302,1.26131,0.44938,0.45986,0.44792,0.32512,1.07118,2.09282,1.69198,0.000155999,0.000155999,0.000155999
40,1936.63,0.69755,1.23366,1.2632,0.39799,0.50063,0.43189,0.30532,1.07971,2.24533,1.71421,0.000152697,0.000152697,0.000152697
41,2069.77,0.6806,1.20148,1.23758,0.41215,0.51926,0.43751,0.30861,1.06479,2.1358,1.6897,0.000149358,0.000149358,0.000149358
42,2288.19,0.67887,1.14523,1.22735,0.44868,0.46436,0.43475,0.30867,1.10433,2.16815,1.74111,0.000145984,0.000145984,0.000145984
43,2508.18,0.67902,1.14279,1.24514,0.46809,0.48906,0.48186,0.34285,1.08451,1.93919,1.70794,0.000142579,0.000142579,0.000142579
44,2727.58,0.67165,1.11411,1.23658,0.45697,0.46848,0.44994,0.32089,1.0919,2.20796,1.71782,0.000139147,0.000139147,0.000139147
45,2947.96,0.66108,1.0744,1.22733,0.41269,0.51943,0.45289,0.32691,1.07976,2.1121,1.71145,0.00013569,0.00013569,0.00013569
46,3166.2,0.66236,1.05569,1.22324,0.52308,0.53206,0.5365,0.38531,1.08482,1.813,1.72258,0.000132213,0.000132213,0.000132213
47,3385.46,0.65799,1.02974,1.22381,0.53105,0.46605,0.50688,0.3641,1.07418,1.83225,1.72079,0.000128718,0.000128718,0.000128718
48,3604.92,0.63268,1.00056,1.20135,0.4546,0.51095,0.48914,0.34923,1.09463,1.91849,1.72911,0.000125209,0.000125209,0.000125209
49,3823.45,0.63612,0.96045,1.20113,0.55961,0.52585,0.5396,0.38891,1.06322,1.79155,1.70978,0.00012169,0.00012169,0.00012169
50,3913.25,0.62825,0.94098,1.1961,0.54562,0.50452,0.54309,0.38487,1.04941,1.81368,1.67948,0.000118164,0.000118164,0.000118164
51,3962.67,0.62413,0.92341,1.18789,0.56583,0.47394,0.51464,0.36537,1.05794,1.87803,1.69902,0.000114635,0.000114635,0.000114635
52,4012.51,0.61991,0.89373,1.19082,0.5514,0.49429,0.52136,0.37682,1.04578,1.88946,1.67724,0.000111106,0.000111106,0.000111106
53,4061.94,0.60829,0.85532,1.17943,0.6229,0.45726,0.53079,0.38765,1.04864,1.89427,1.67486,0.00010758,0.00010758,0.00010758
54,4110.86,0.59532,0.84267,1.1713,0.53547,0.50888,0.52705,0.38028,1.04412,1.87948,1.67153,0.000104061,0.000104061,0.000104061
55,4164.75,0.59853,0.83855,1.17577,0.54527,0.53383,0.54825,0.4007,1.03384,1.78857,1.67164,0.000100552,0.000100552,0.000100552
56,4217.77,0.58387,0.80166,1.15614,0.58246,0.49946,0.54242,0.39532,1.03968,1.85941,1.67098,9.70572e-05,9.70572e-05,9.70572e-05
57,4268.1,0.5875,0.77833,1.16117,0.54723,0.53747,0.54655,0.39378,1.04125,1.87396,1.67,9.35799e-05,9.35799e-05,9.35799e-05
58,4318.97,0.58249,0.76986,1.15234,0.61046,0.4786,0.52667,0.3801,1.03978,1.88588,1.66259,9.01233e-05,9.01233e-05,9.01233e-05
59,4369.18,0.57783,0.75191,1.1498,0.5343,0.51997,0.54463,0.40116,1.03487,1.92909,1.66174,8.6691e-05,8.6691e-05,8.6691e-05
60,4421.18,0.56796,0.73123,1.14109,0.55725,0.51191,0.54607,0.39767,1.05493,1.89666,1.69706,8.32862e-05,8.32862e-05,8.32862e-05
61,4471.19,0.56083,0.71103,1.13995,0.54217,0.48673,0.52705,0.38383,1.04652,1.90326,1.69052,7.99123e-05,7.99123e-05,7.99123e-05
62,4521.29,0.56149,0.70005,1.13954,0.66363,0.47743,0.56928,0.41825,1.05072,1.87681,1.68465,7.65727e-05,7.65727e-05,7.65727e-05
63,4571.65,0.55226,0.67902,1.13458,0.60969,0.49265,0.56547,0.41938,1.03482,1.84926,1.69137,7.32707e-05,7.32707e-05,7.32707e-05
64,4623.35,0.54401,0.66965,1.12206,0.56512,0.5052,0.56435,0.41467,1.03878,1.88202,1.68171,7.00095e-05,7.00095e-05,7.00095e-05
65,4674.69,0.54038,0.65038,1.11421,0.60106,0.51305,0.5643,0.42254,1.04133,1.84175,1.69313,6.67923e-05,6.67923e-05,6.67923e-05
66,4725.46,0.52892,0.64397,1.11104,0.5918,0.4954,0.54429,0.39985,1.04525,1.90311,1.7015,6.36224e-05,6.36224e-05,6.36224e-05
67,4775.93,0.52876,0.62791,1.11223,0.53964,0.51492,0.55063,0.40844,1.04215,1.93117,1.69019,6.05027e-05,6.05027e-05,6.05027e-05
68,4825.96,0.52011,0.62749,1.10167,0.57253,0.51375,0.54835,0.41322,1.04771,1.86092,1.70392,5.74366e-05,5.74366e-05,5.74366e-05
69,4876.17,0.52532,0.61236,1.10349,0.57765,0.51643,0.56059,0.41632,1.03466,1.86027,1.69433,5.44268e-05,5.44268e-05,5.44268e-05
70,4927.28,0.50954,0.60704,1.09461,0.55991,0.51796,0.55224,0.41322,1.0501,1.87533,1.69673,5.14765e-05,5.14765e-05,5.14765e-05
71,4978.89,0.51374,0.5997,1.09278,0.59782,0.51926,0.55588,0.41679,1.04523,1.8999,1.70373,4.85885e-05,4.85885e-05,4.85885e-05
72,5030.63,0.50789,0.58365,1.08203,0.54653,0.51416,0.54315,0.40713,1.04192,1.89929,1.70725,4.57657e-05,4.57657e-05,4.57657e-05
73,5082.56,0.50311,0.57187,1.09014,0.58181,0.51899,0.56195,0.40993,1.04581,1.8368,1.71428,4.30109e-05,4.30109e-05,4.30109e-05
74,5282.1,0.49471,0.57483,1.08628,0.5618,0.51715,0.5577,0.40817,1.04466,1.85414,1.70544,4.03267e-05,4.03267e-05,4.03267e-05
75,5500.24,0.50174,0.56169,1.07916,0.56227,0.50732,0.55649,0.40945,1.03989,1.86045,1.7043,3.77159e-05,3.77159e-05,3.77159e-05
76,5554.53,0.49815,0.55575,1.08267,0.58416,0.5111,0.56434,0.40993,1.04451,1.86864,1.70986,3.51809e-05,3.51809e-05,3.51809e-05
77,5607.82,0.49793,0.54319,1.07736,0.58806,0.5049,0.57236,0.41578,1.05588,1.87867,1.71697,3.27244e-05,3.27244e-05,3.27244e-05
78,5660.76,0.4934,0.53742,1.07513,0.61201,0.50224,0.57067,0.41502,1.06233,1.86158,1.72842,3.03488e-05,3.03488e-05,3.03488e-05
79,5713.88,0.49452,0.54229,1.07378,0.62949,0.50456,0.56564,0.41442,1.05579,1.87406,1.72346,2.80563e-05,2.80563e-05,2.80563e-05
80,5767.33,0.49389,0.53467,1.08088,0.64389,0.47316,0.56102,0.4094,1.06026,1.88528,1.72412,2.58492e-05,2.58492e-05,2.58492e-05
81,5820.21,0.48944,0.53123,1.07795,0.55225,0.52211,0.56504,0.41515,1.04683,1.87311,1.71442,2.37298e-05,2.37298e-05,2.37298e-05
82,5874.34,0.49033,0.52441,1.07156,0.61809,0.50891,0.57589,0.42557,1.03966,1.88116,1.70456,2.17001e-05,2.17001e-05,2.17001e-05
83,5927.44,0.48505,0.52861,1.07471,0.58965,0.51375,0.56536,0.42493,1.03282,1.87827,1.70022,1.97621e-05,1.97621e-05,1.97621e-05
84,5981.19,0.47854,0.51902,1.06816,0.63362,0.49299,0.57055,0.42976,1.03268,1.87618,1.69799,1.79177e-05,1.79177e-05,1.79177e-05
85,6033.94,0.47238,0.5138,1.06096,0.59904,0.53122,0.56273,0.4229,1.03332,1.88039,1.7004,1.61688e-05,1.61688e-05,1.61688e-05
86,6086.43,0.4689,0.50814,1.05971,0.59293,0.49962,0.55965,0.42381,1.03055,1.87803,1.70093,1.45171e-05,1.45171e-05,1.45171e-05
87,6137.31,0.46498,0.50573,1.05564,0.60716,0.49504,0.5597,0.4211,1.0329,1.89218,1.69983,1.29641e-05,1.29641e-05,1.29641e-05
88,6190.63,0.4631,0.50382,1.05477,0.62059,0.4953,0.56714,0.42654,1.03304,1.87404,1.70479,1.15115e-05,1.15115e-05,1.15115e-05
89,6243.41,0.46039,0.50005,1.04743,0.61789,0.49995,0.57011,0.4292,1.03057,1.88372,1.70484,1.01607e-05,1.01607e-05,1.01607e-05
90,6296.28,0.4615,0.50473,1.04956,0.61366,0.49974,0.56831,0.4277,1.03288,1.86953,1.71255,8.91293e-06,8.91293e-06,8.91293e-06
91,6349.65,0.45668,0.49585,1.04955,0.58553,0.50763,0.56713,0.42761,1.03081,1.87708,1.70606,7.76953e-06,7.76953e-06,7.76953e-06
92,6402.56,0.456,0.49745,1.05072,0.59829,0.50589,0.56915,0.42954,1.03314,1.86382,1.71547,6.7316e-06,6.7316e-06,6.7316e-06
93,6453.98,0.45793,0.49816,1.04833,0.6178,0.50624,0.56336,0.42432,1.03459,1.87031,1.71653,5.80015e-06,5.80015e-06,5.80015e-06
94,6504.81,0.45076,0.49065,1.04436,0.62793,0.49856,0.57009,0.42873,1.03207,1.87779,1.71431,4.97611e-06,4.97611e-06,4.97611e-06
95,6556.06,0.45021,0.49114,1.04412,0.61551,0.5167,0.57244,0.43183,1.03386,1.87901,1.71701,4.26029e-06,4.26029e-06,4.26029e-06
96,6607.31,0.45862,0.49464,1.04981,0.61978,0.50724,0.56749,0.42753,1.03309,1.88051,1.71547,3.6534e-06,3.6534e-06,3.6534e-06
97,6658.21,0.44646,0.48263,1.04661,0.62109,0.50107,0.57,0.42939,1.03545,1.88563,1.71825,3.15603e-06,3.15603e-06,3.15603e-06
98,6709.74,0.45086,0.48792,1.04601,0.62017,0.50748,0.57155,0.43016,1.03706,1.87977,1.72126,2.76868e-06,2.76868e-06,2.76868e-06
99,6760.86,0.4502,0.48765,1.04341,0.57606,0.52048,0.56967,0.42906,1.03534,1.86899,1.71874,2.49173e-06,2.49173e-06,2.49173e-06
100,6813.52,0.44696,0.48772,1.04594,0.61993,0.49974,0.56975,0.42985,1.0345,1.87881,1.71585,2.32545e-06,2.32545e-06,2.32545e-06
